EmployeeID,Department,JobRole,Gender,Age,MaritalStatus,Education,Salary,YearsAtCompany,PerformanceRating,TrainingHours,DistanceFromHome,OverTime,ProjectTasks,Promotion,Attrition,HireDate,SalaryBand,AgeGroup,TenureGroup
1381,Human Resources,HR Manager,Male,47,Single,Master's,75100.0,0,1,53,9,No,12,No,No,2023-04-16,High (65K-90K),46-60,0-1 yrs
1382,Finance,Finance Manager,Female,35,Single,Phd,142500.0,7,3,24,1,No,16,No,No,2016-05-05,Very High (90K+),26-35,4-7 yrs
1383,Customer Support,Support Team Lead,Male,40,Married,Master's,65700.0,0,3,58,25,No,1,No,No,2023-03-27,High (65K-90K),36-45,0-1 yrs
1384,Customer Support,Support Executive,Male,35,Divorced,Bachelor's,41300.0,3,2,18,1,No,6,No,No,2020-09-23,Low (<45K),26-35,2-3 yrs
1385,Finance,Financial Analyst,Female,30,Single,Bachelor's,77900.0,8,3,61,1,No,10,No,No,2015-11-01,High (65K-90K),26-35,8+ yrs
1386,Operations,Operations Manager,Female,53,Married,Phd,102600.0,10,2,54,2,Yes,18,No,No,2013-05-27,Very High (90K+),46-60,8+ yrs
1387,Operations,Operations Executive,Female,38,Single,Bachelor's,54600.0,6,4,26,8,No,18,No,No,2017-04-19,Medium (45K-65K),36-45,4-7 yrs
1388,IT,System Administrator,Female,28,Married,Phd,96700.0,1,4,26,1,No,6,No,No,2022-10-25,Very High (90K+),26-35,0-1 yrs
1389,Engineering,Qa Engineer,Female,35,Divorced,Master's,105900.0,1,3,24,1,No,5,No,No,2022-03-24,Very High (90K+),26-35,0-1 yrs
1390,Finance,Financial Analyst,Male,24,Divorced,Master's,69100.0,0,4,36,4,Yes,1,No,No,2023-10-02,High (65K-90K),18-25,0-1 yrs
1391,Customer Support,Support Executive,Female,56,Divorced,Master's,48000.0,0,4,51,26,No,20,No,No,2023-04-03,Medium (45K-65K),46-60,0-1 yrs
1392,Marketing,Marketing Manager,Female,36,Single,Bachelor's,86900.0,1,1,41,29,Yes,18,No,Yes,2022-10-11,High (65K-90K),36-45,0-1 yrs
1393,Marketing,Content Strategist,Male,41,Married,Master's,63600.0,0,4,48,1,Yes,15,No,No,2023-05-15,Medium (45K-65K),36-45,0-1 yrs
1394,Human Resources,Recruiter,Female,28,Divorced,Master's,58300.0,3,4,54,29,No,6,No,No,2020-08-07,Medium (45K-65K),26-35,2-3 yrs
1395,Sales,Sales Manager,Male,36,Married,Phd,109700.0,7,5,43,4,No,10,No,No,2016-09-21,Very High (90K+),36-45,4-7 yrs
1396,Operations,Operations Executive,Female,33,Divorced,Master's,57600.0,1,4,65,5,No,11,No,No,2022-09-24,Medium (45K-65K),26-35,0-1 yrs
1397,Marketing,Marketing Manager,Male,35,Single,Master's,106000.0,16,3,43,3,No,9,Yes,No,2007-08-16,Very High (90K+),26-35,8+ yrs
1398,Marketing,Marketing Executive,Male,29,Married,Master's,68300.0,0,1,45,1,No,17,No,Yes,2023-07-20,High (65K-90K),26-35,0-1 yrs
1399,Sales,Account Manager,Female,39,Divorced,Master's,94400.0,2,3,57,2,No,14,No,No,2021-04-07,Very High (90K+),36-45,2-3 yrs
1400,Finance,Financial Analyst,Male,32,Divorced,Master's,75400.0,1,3,44,1,No,14,No,Yes,2022-09-14,High (65K-90K),26-35,0-1 yrs
1401,Customer Support,Support Team Lead,Male,27,Divorced,Bachelor's,64200.0,0,4,71,6,No,12,No,No,2023-12-28,Medium (45K-65K),26-35,0-1 yrs
1402,Human Resources,Recruiter,Male,20,Divorced,Bachelor's,47100.0,2,4,52,4,Yes,9,No,Yes,2021-06-20,Medium (45K-65K),18-25,2-3 yrs
1403,Human Resources,HR Manager,Male,20,Divorced,Master's,75100.0,0,1,63,4,No,13,No,No,2023-05-18,High (65K-90K),18-25,0-1 yrs
1404,Operations,Operations Executive,Male,38,Single,Master's,66300.0,1,3,40,2,No,13,No,No,2022-04-01,High (65K-90K),36-45,0-1 yrs
1405,Sales,Account Manager,Male,53,Divorced,Master's,90700.0,0,4,19,31,No,14,No,Yes,2023-05-24,Very High (90K+),46-60,0-1 yrs
1406,Human Resources,Recruiter,Female,29,Single,High School,57100.0,11,3,40,30,Yes,14,No,Yes,2012-03-24,Medium (45K-65K),26-35,8+ yrs
1407,Human Resources,Recruiter,Female,29,Married,Phd,70900.0,3,3,47,2,No,17,Yes,No,2020-11-02,High (65K-90K),26-35,2-3 yrs
1408,Sales,Account Manager,Female,45,Single,High School,70200.0,0,4,39,1,No,18,No,Yes,2023-11-08,High (65K-90K),36-45,0-1 yrs
1409,Marketing,Content Strategist,Male,23,Married,High School,56700.0,1,4,49,10,No,11,Yes,No,2022-10-13,Medium (45K-65K),18-25,0-1 yrs
1410,Finance,Financial Analyst,Female,27,Married,Master's,74500.0,0,4,28,2,No,13,No,Yes,2023-06-24,High (65K-90K),26-35,0-1 yrs
1411,Sales,Account Manager,Female,41,Divorced,Bachelor's,94100.0,23,2,37,11,No,6,No,No,2000-08-03,Very High (90K+),36-45,8+ yrs
1412,Finance,Finance Manager,Female,20,Divorced,Master's,116800.0,2,3,41,3,No,14,No,No,2021-08-25,Very High (90K+),18-25,2-3 yrs
1413,Finance,Financial Analyst,Male,28,Divorced,Master's,77000.0,4,4,51,8,No,9,Yes,No,2019-11-29,High (65K-90K),26-35,4-7 yrs
1414,Marketing,Marketing Executive,Male,29,Married,Master's,71500.0,11,5,17,1,Yes,12,Yes,No,2012-11-29,High (65K-90K),26-35,8+ yrs
1415,Finance,Accountant,Male,31,Divorced,Bachelor's,79800.0,13,4,50,4,No,14,No,No,2010-07-27,High (65K-90K),26-35,8+ yrs
1416,IT,IT Support,Male,58,Divorced,Bachelor's,71900.0,7,3,51,23,No,10,No,No,2016-07-17,High (65K-90K),46-60,4-7 yrs
1417,Operations,Operations Manager,Male,33,Single,Master's,92100.0,7,3,53,5,Yes,13,No,No,2016-10-23,Very High (90K+),26-35,4-7 yrs
1418,Finance,Accountant,Female,23,Single,Master's,73300.0,1,4,34,1,No,13,No,No,2022-03-11,High (65K-90K),18-25,0-1 yrs
1419,IT,IT Manager,Male,20,Divorced,High School,94200.0,2,3,42,3,No,16,No,No,2021-09-09,Very High (90K+),18-25,2-3 yrs
1420,Marketing,Marketing Executive,Male,41,Divorced,Bachelor's,58000.0,5,3,41,2,Yes,16,No,No,2018-10-10,Medium (45K-65K),36-45,4-7 yrs
1421,Engineering,Qa Engineer,Male,30,Single,Master's,102900.0,0,4,38,1,No,14,No,No,2023-09-11,Very High (90K+),26-35,0-1 yrs
1422,Operations,Operations Executive,Male,20,Single,Bachelor's,56900.0,0,2,29,2,No,7,No,No,2023-05-14,Medium (45K-65K),18-25,0-1 yrs
1423,Sales,Sales Executive,Female,41,Divorced,Bachelor's,64100.0,6,4,22,4,No,7,No,No,2017-03-12,Medium (45K-65K),36-45,4-7 yrs
1424,Engineering,Qa Engineer,Female,24,Single,Bachelor's,98500.0,6,4,33,18,No,7,No,No,2017-04-13,Very High (90K+),18-25,4-7 yrs
1425,IT,System Administrator,Female,29,Divorced,Bachelor's,74400.0,4,4,61,1,Yes,19,No,No,2019-09-07,High (65K-90K),26-35,4-7 yrs
1426,Human Resources,Recruiter,Female,38,Married,Bachelor's,52800.0,0,3,48,1,No,12,No,No,2023-06-03,Medium (45K-65K),36-45,0-1 yrs
1427,Customer Support,Support Executive,Male,40,Single,Bachelor's,44500.0,1,3,17,11,No,12,No,No,2022-10-28,Low (<45K),36-45,0-1 yrs
1428,Engineering,Senior Engineer,Female,26,Single,High School,109000.0,3,4,56,4,Yes,15,No,No,2020-06-08,Very High (90K+),26-35,2-3 yrs
1429,Sales,Account Manager,Female,37,Single,Master's,103500.0,6,5,47,2,No,9,No,No,2017-10-07,Very High (90K+),36-45,4-7 yrs
1430,Finance,Accountant,Female,39,Single,Master's,74500.0,2,4,55,6,No,15,Yes,No,2021-07-10,High (65K-90K),36-45,2-3 yrs
1431,Operations,Operations Executive,Male,34,Single,Bachelor's,50000.0,2,2,50,12,No,9,No,No,2021-10-17,Medium (45K-65K),26-35,2-3 yrs
1432,Human Resources,HR Executive,Male,47,Divorced,Master's,61400.0,0,3,39,2,No,13,No,Yes,2023-10-27,Medium (45K-65K),46-60,0-1 yrs
1433,Sales,Account Manager,Female,43,Single,Bachelor's,81100.0,3,3,48,1,No,19,No,No,2020-04-30,High (65K-90K),36-45,2-3 yrs
1434,IT,System Administrator,Female,35,Divorced,Master's,83100.0,9,4,43,4,No,17,Yes,No,2014-09-06,High (65K-90K),26-35,8+ yrs
1435,Human Resources,HR Manager,Female,30,Single,Bachelor's,76300.0,1,3,27,8,No,9,No,No,2022-11-02,High (65K-90K),26-35,0-1 yrs
1436,Sales,Sales Manager,Female,41,Married,Master's,95200.0,4,3,41,2,Yes,9,No,No,2019-08-22,Very High (90K+),36-45,4-7 yrs
1437,IT,IT Manager,Male,25,Single,Bachelor's,97600.0,4,4,19,10,No,9,No,No,2019-06-27,Very High (90K+),18-25,4-7 yrs
1438,Operations,Operations Manager,Female,33,Married,Master's,88500.0,7,4,67,3,No,9,No,No,2016-09-07,High (65K-90K),26-35,4-7 yrs
1439,Operations,Operations Executive,Male,33,Divorced,Bachelor's,64700.0,14,4,31,8,No,7,Yes,No,2009-06-19,Medium (45K-65K),26-35,8+ yrs
1440,Sales,Sales Executive,Female,39,Single,Bachelor's,59500.0,2,4,35,2,Yes,9,Yes,No,2021-12-13,Medium (45K-65K),36-45,2-3 yrs
1441,IT,System Administrator,Female,38,Divorced,Bachelor's,68300.0,0,4,39,1,Yes,18,Yes,No,2023-04-23,High (65K-90K),36-45,0-1 yrs
1442,Operations,Operations Executive,Male,29,Married,Master's,64200.0,6,4,23,2,Yes,5,No,No,2017-09-06,Medium (45K-65K),26-35,4-7 yrs
1443,Engineering,Software Engineer,Male,34,Single,Master's,95000.0,1,5,18,8,No,12,No,No,2022-06-13,Very High (90K+),26-35,0-1 yrs
1444,IT,IT Manager,Male,38,Single,High School,78400.0,0,4,38,1,No,12,No,No,2023-03-09,High (65K-90K),36-45,0-1 yrs
1445,Customer Support,Support Team Lead,Female,50,Single,Bachelor's,60300.0,5,4,60,1,No,16,Yes,No,2018-10-05,Medium (45K-65K),46-60,4-7 yrs
1446,IT,IT Manager,Male,44,Single,High School,87400.0,4,3,49,16,No,5,No,No,2019-03-14,High (65K-90K),36-45,4-7 yrs
1447,Marketing,Content Strategist,Male,39,Single,Bachelor's,59900.0,1,3,45,9,No,8,No,No,2022-05-11,Medium (45K-65K),36-45,0-1 yrs
1448,Sales,Sales Manager,Male,50,Single,High School,70400.0,0,4,35,25,No,5,No,Yes,2023-07-05,High (65K-90K),46-60,0-1 yrs
1449,Sales,Account Manager,Female,45,Divorced,Bachelor's,80900.0,1,2,34,30,No,8,No,Yes,2022-10-02,High (65K-90K),36-45,0-1 yrs
1450,Operations,Operations Manager,Male,33,Divorced,Master's,98800.0,6,3,15,4,No,10,No,No,2017-09-22,Very High (90K+),26-35,4-7 yrs
1451,Finance,Finance Manager,Male,50,Single,Bachelor's,92800.0,5,3,60,10,No,13,No,No,2018-11-02,Very High (90K+),46-60,4-7 yrs
1452,Human Resources,Recruiter,Female,40,Divorced,Bachelor's,47500.0,0,1,29,2,No,8,No,No,2023-07-24,Medium (45K-65K),36-45,0-1 yrs
1453,Operations,Operations Manager,Male,34,Married,Phd,105400.0,6,5,29,8,No,13,Yes,No,2017-04-08,Very High (90K+),26-35,4-7 yrs
1454,IT,System Administrator,Female,39,Divorced,High School,74500.0,8,3,40,7,No,12,Yes,No,2015-04-13,High (65K-90K),36-45,8+ yrs
1455,Operations,Operations Manager,Female,42,Divorced,High School,62600.0,3,3,53,3,Yes,12,No,No,2020-09-28,Medium (45K-65K),36-45,2-3 yrs
1456,Marketing,Marketing Executive,Male,41,Single,Phd,75200.0,3,3,52,8,No,10,No,No,2020-06-25,High (65K-90K),36-45,2-3 yrs
1457,Customer Support,Support Team Lead,Male,32,Divorced,Bachelor's,59200.0,4,2,61,9,No,5,No,No,2019-09-04,Medium (45K-65K),26-35,4-7 yrs
1458,IT,System Administrator,Male,20,Married,Master's,87600.0,2,4,32,1,No,4,No,No,2021-04-12,High (65K-90K),18-25,2-3 yrs
1459,Customer Support,Support Team Lead,Male,35,Married,Master's,67500.0,0,4,11,20,Yes,13,Yes,Yes,2023-08-24,High (65K-90K),26-35,0-1 yrs
1460,Operations,Operations Executive,Male,31,Divorced,Bachelor's,55200.0,2,3,29,1,No,10,No,No,2021-06-05,Medium (45K-65K),26-35,2-3 yrs
1461,Human Resources,HR Manager,Female,42,Divorced,Phd,105700.0,8,3,45,1,No,7,No,No,2015-08-11,Very High (90K+),36-45,8+ yrs
1462,Customer Support,Support Team Lead,Female,24,Single,Bachelor's,59900.0,1,4,7,3,No,14,No,No,2022-10-19,Medium (45K-65K),18-25,0-1 yrs
1463,Engineering,Engineering Manager,Male,39,Single,Master's,150400.0,1,3,48,24,Yes,7,No,Yes,2022-08-05,Very High (90K+),36-45,0-1 yrs
1464,Marketing,Content Strategist,Female,22,Married,Bachelor's,66000.0,3,3,55,5,No,3,No,No,2020-10-08,High (65K-90K),18-25,2-3 yrs
1465,Engineering,Software Engineer,Male,38,Divorced,Bachelor's,97600.0,5,3,35,15,No,10,No,No,2018-11-11,Very High (90K+),36-45,4-7 yrs
1466,Human Resources,HR Executive,Female,49,Married,Bachelor's,49400.0,4,2,25,9,No,14,Yes,No,2019-10-15,Medium (45K-65K),46-60,4-7 yrs
1467,Human Resources,Recruiter,Female,31,Divorced,Bachelor's,45000.0,0,3,35,10,No,12,No,No,2023-10-06,Low (<45K),26-35,0-1 yrs
1468,Sales,Sales Executive,Female,50,Married,Master's,58000.0,0,3,35,3,No,13,No,No,2023-03-27,Medium (45K-65K),46-60,0-1 yrs
1469,Operations,Operations Executive,Female,33,Divorced,Master's,63800.0,3,3,35,2,No,11,No,No,2020-05-24,Medium (45K-65K),26-35,2-3 yrs
1470,Marketing,Marketing Manager,Male,29,Married,Bachelor's,77800.0,1,2,41,6,No,13,No,Yes,2023-01-01,High (65K-90K),26-35,0-1 yrs
1471,Engineering,Engineering Manager,Male,20,Married,Bachelor's,127400.0,2,3,11,9,No,12,Yes,No,2021-05-26,Very High (90K+),18-25,2-3 yrs
1472,Marketing,Content Strategist,Male,23,Married,High School,57800.0,2,3,48,1,No,20,No,No,2021-06-16,Medium (45K-65K),18-25,2-3 yrs
1473,IT,IT Support,Male,26,Divorced,Bachelor's,65000.0,2,3,43,9,No,10,No,No,2021-04-04,Medium (45K-65K),26-35,2-3 yrs
1474,Marketing,Marketing Manager,Male,23,Single,High School,73900.0,5,2,0,1,No,13,No,No,2018-04-26,High (65K-90K),18-25,4-7 yrs
1475,Finance,Accountant,Male,58,Single,High School,64300.0,4,3,23,2,No,16,Yes,No,2019-05-23,Medium (45K-65K),46-60,4-7 yrs
1476,Sales,Sales Executive,Male,36,Married,High School,59200.0,8,3,8,12,No,11,No,No,2015-05-11,Medium (45K-65K),36-45,8+ yrs
1477,Sales,Sales Manager,Male,23,Married,Master's,102500.0,5,2,36,5,No,11,No,Yes,2018-09-26,Very High (90K+),18-25,4-7 yrs
1478,Marketing,Marketing Manager,Female,28,Single,Bachelor's,98300.0,8,4,35,6,No,15,Yes,No,2015-12-17,Very High (90K+),26-35,8+ yrs
1479,Finance,Accountant,Female,29,Single,High School,63900.0,2,4,43,4,No,7,No,No,2021-07-20,Medium (45K-65K),26-35,2-3 yrs
1480,Engineering,Software Engineer,Female,28,Married,Bachelor's,85300.0,2,2,37,4,No,9,No,Yes,2021-09-12,High (65K-90K),26-35,2-3 yrs
1481,Human Resources,HR Executive,Female,43,Married,Bachelor's,49100.0,6,3,59,1,No,11,No,No,2017-12-12,Medium (45K-65K),36-45,4-7 yrs
1482,Operations,Operations Executive,Male,53,Single,High School,49700.0,0,3,44,1,No,18,No,No,2023-12-02,Medium (45K-65K),46-60,0-1 yrs
1483,Sales,Sales Manager,Female,39,Single,Master's,102800.0,7,4,61,12,No,7,No,No,2016-07-09,Very High (90K+),36-45,4-7 yrs
1484,Operations,Operations Executive,Male,35,Married,Bachelor's,67500.0,5,4,29,1,No,14,No,No,2018-08-05,High (65K-90K),26-35,4-7 yrs
1485,Operations,Operations Executive,Female,37,Married,Bachelor's,63700.0,11,3,46,7,Yes,15,No,No,2012-03-26,Medium (45K-65K),36-45,8+ yrs
1486,Engineering,Software Engineer,Male,37,Divorced,Bachelor's,92500.0,4,4,38,10,No,7,No,Yes,2019-06-22,Very High (90K+),36-45,4-7 yrs
1487,Engineering,Software Engineer,Female,27,Married,Bachelor's,81800.0,1,4,30,1,No,15,No,No,2022-06-17,High (65K-90K),26-35,0-1 yrs
1488,Finance,Finance Manager,Female,33,Married,Master's,102500.0,3,3,40,3,No,10,Yes,No,2020-04-09,Very High (90K+),26-35,2-3 yrs
1489,Human Resources,HR Executive,Female,39,Single,Bachelor's,52700.0,7,5,55,9,Yes,12,Yes,Yes,2016-06-18,Medium (45K-65K),36-45,4-7 yrs
1490,Operations,Operations Manager,Male,34,Single,Bachelor's,75500.0,5,4,27,9,No,9,No,No,2018-11-23,High (65K-90K),26-35,4-7 yrs
1491,Operations,Operations Executive,Male,39,Married,Master's,62700.0,1,5,19,13,No,14,No,Yes,2022-04-06,Medium (45K-65K),36-45,0-1 yrs
1492,Sales,Account Manager,Male,41,Divorced,Bachelor's,71700.0,1,5,25,4,Yes,17,No,No,2022-09-26,High (65K-90K),36-45,0-1 yrs
1493,Finance,Finance Manager,Female,38,Divorced,Master's,108100.0,0,5,16,3,No,14,Yes,No,2023-03-12,Very High (90K+),36-45,0-1 yrs
1494,Customer Support,Support Team Lead,Female,32,Single,Bachelor's,75800.0,14,2,32,6,No,14,No,No,2009-04-06,High (65K-90K),26-35,8+ yrs
1495,Operations,Operations Manager,Female,41,Married,Master's,104500.0,9,5,49,2,No,11,No,No,2014-07-22,Very High (90K+),36-45,8+ yrs
1496,Finance,Finance Manager,Male,30,Divorced,Bachelor's,82300.0,0,4,58,6,Yes,9,No,No,2023-06-12,High (65K-90K),26-35,0-1 yrs
1497,Sales,Account Manager,Male,44,Single,Bachelor's,70600.0,1,1,20,11,No,17,No,Yes,2022-09-10,High (65K-90K),36-45,0-1 yrs
1498,Finance,Accountant,Male,40,Married,Master's,79800.0,0,4,56,7,No,20,No,No,2023-03-15,High (65K-90K),36-45,0-1 yrs
1499,Engineering,Software Engineer,Male,37,Married,Bachelor's,98900.0,4,2,55,11,No,19,No,Yes,2019-08-02,Very High (90K+),36-45,4-7 yrs
1500,Human Resources,Recruiter,Male,30,Divorced,Phd,63300.0,2,4,50,21,No,12,No,No,2021-03-12,Medium (45K-65K),26-35,2-3 yrs
1501,Human Resources,Recruiter,Female,38,Married,High School,50200.0,1,4,8,31,Yes,16,No,Yes,2022-07-07,Medium (45K-65K),36-45,0-1 yrs
1502,IT,System Administrator,Female,39,Divorced,Bachelor's,75500.0,6,4,39,8,No,9,Yes,No,2017-06-21,High (65K-90K),36-45,4-7 yrs
1503,Sales,Sales Manager,Male,25,Married,Bachelor's,79400.0,7,4,62,5,No,16,Yes,No,2016-06-15,High (65K-90K),18-25,4-7 yrs
1504,Operations,Operations Executive,Male,44,Single,Bachelor's,53400.0,5,3,46,7,No,7,No,No,2018-03-28,Medium (45K-65K),36-45,4-7 yrs
1505,IT,System Administrator,Male,40,Single,Bachelor's,73400.0,3,4,26,14,No,14,Yes,No,2020-06-13,High (65K-90K),36-45,2-3 yrs
1506,Finance,Finance Manager,Female,35,Single,Master's,121800.0,6,3,25,4,Yes,24,No,No,2017-03-14,Very High (90K+),26-35,4-7 yrs
1507,Human Resources,HR Executive,Female,37,Married,Bachelor's,55000.0,1,3,22,7,No,5,No,No,2022-10-07,Medium (45K-65K),36-45,0-1 yrs
1508,Customer Support,Support Team Lead,Female,45,Single,Bachelor's,53300.0,0,5,27,7,Yes,11,No,No,2023-11-19,Medium (45K-65K),36-45,0-1 yrs
1509,Human Resources,Recruiter,Male,24,Married,Phd,76300.0,6,5,49,1,Yes,8,Yes,No,2017-05-17,High (65K-90K),18-25,4-7 yrs
1510,Operations,Operations Executive,Male,43,Divorced,Master's,73600.0,8,3,44,5,No,12,No,No,2015-10-23,High (65K-90K),36-45,8+ yrs
1511,Sales,Sales Manager,Female,30,Single,Master's,81100.0,12,2,37,15,Yes,9,No,Yes,2011-08-19,High (65K-90K),26-35,8+ yrs
1512,Sales,Sales Manager,Female,33,Married,High School,66500.0,1,3,14,1,No,11,No,No,2022-11-07,High (65K-90K),26-35,0-1 yrs
1513,Sales,Sales Manager,Female,32,Married,Master's,112700.0,14,3,36,27,No,5,No,No,2009-05-01,Very High (90K+),26-35,8+ yrs
1514,Human Resources,HR Executive,Male,30,Divorced,Phd,70300.0,8,4,24,1,Yes,8,No,No,2015-07-17,High (65K-90K),26-35,8+ yrs
1515,Operations,Operations Manager,Female,28,Married,High School,64300.0,5,4,20,1,No,10,No,No,2018-04-21,Medium (45K-65K),26-35,4-7 yrs
1516,Marketing,Marketing Executive,Female,37,Single,Master's,73700.0,2,5,11,6,No,11,Yes,No,2021-07-11,High (65K-90K),36-45,2-3 yrs
1517,IT,IT Manager,Male,31,Divorced,Master's,116200.0,4,3,44,1,No,6,No,No,2019-09-01,Very High (90K+),26-35,4-7 yrs
1518,Engineering,Qa Engineer,Female,42,Divorced,Phd,105800.0,3,3,11,13,Yes,10,No,No,2020-09-20,Very High (90K+),36-45,2-3 yrs
1519,Engineering,Engineering Manager,Female,33,Married,Master's,149400.0,3,5,30,6,No,16,Yes,No,2020-03-18,Very High (90K+),26-35,2-3 yrs
1520,Engineering,Engineering Manager,Male,41,Single,Bachelor's,111400.0,9,4,58,36,No,12,No,No,2014-07-24,Very High (90K+),36-45,8+ yrs
1521,IT,System Administrator,Male,32,Divorced,Master's,79200.0,1,4,52,10,No,1,No,No,2022-11-08,High (65K-90K),26-35,0-1 yrs
1522,Engineering,Senior Engineer,Male,21,Divorced,Phd,157200.0,3,4,35,3,No,16,Yes,No,2020-12-19,Very High (90K+),18-25,2-3 yrs
1523,Customer Support,Support Executive,Female,49,Divorced,Bachelor's,39400.0,0,3,35,24,No,13,No,No,2023-06-17,Low (<45K),46-60,0-1 yrs
1524,Operations,Operations Manager,Male,23,Single,Bachelor's,77000.0,4,2,21,6,No,14,No,No,2019-09-21,High (65K-90K),18-25,4-7 yrs
1525,Finance,Financial Analyst,Male,48,Divorced,Phd,85700.0,0,3,22,1,No,8,No,No,2023-08-28,High (65K-90K),46-60,0-1 yrs
1526,IT,System Administrator,Female,28,Divorced,Master's,84500.0,1,4,45,28,No,11,No,No,2022-04-02,High (65K-90K),26-35,0-1 yrs
1527,Sales,Account Manager,Male,25,Single,Bachelor's,81100.0,2,5,43,3,No,12,No,No,2021-03-22,High (65K-90K),18-25,2-3 yrs
1528,IT,IT Manager,Female,27,Married,Phd,148800.0,9,3,47,1,No,8,No,No,2014-05-12,Very High (90K+),26-35,8+ yrs
1529,Engineering,Qa Engineer,Male,38,Single,Phd,106800.0,1,4,35,1,No,13,Yes,No,2022-04-20,Very High (90K+),36-45,0-1 yrs
1530,Human Resources,HR Executive,Female,38,Single,Phd,72300.0,4,4,37,3,No,7,Yes,No,2019-05-15,High (65K-90K),36-45,4-7 yrs
1531,Finance,Accountant,Male,34,Divorced,Bachelor's,69600.0,12,4,26,2,No,9,Yes,No,2011-11-07,High (65K-90K),26-35,8+ yrs
1532,Operations,Operations Manager,Male,28,Divorced,Master's,95700.0,10,4,63,1,No,11,No,No,2013-12-12,Very High (90K+),26-35,8+ yrs
1533,Engineering,Engineering Manager,Female,20,Single,Master's,155000.0,2,3,32,11,Yes,16,No,No,2021-07-27,Very High (90K+),18-25,2-3 yrs
1534,Operations,Operations Manager,Female,31,Single,Bachelor's,66000.0,0,2,31,5,Yes,7,Yes,No,2023-04-22,High (65K-90K),26-35,0-1 yrs
1535,Operations,Operations Executive,Female,41,Divorced,Bachelor's,54400.0,3,3,43,1,No,12,Yes,No,2020-12-29,Medium (45K-65K),36-45,2-3 yrs
1536,Finance,Finance Manager,Male,30,Single,Master's,115100.0,2,4,16,1,Yes,10,No,Yes,2021-12-14,Very High (90K+),26-35,2-3 yrs
1537,Engineering,Software Engineer,Female,29,Single,Master's,99100.0,4,3,44,1,Yes,16,No,No,2019-08-10,Very High (90K+),26-35,4-7 yrs
1538,Engineering,Qa Engineer,Female,30,Married,Bachelor's,91900.0,2,2,44,2,No,10,No,No,2021-05-28,Very High (90K+),26-35,2-3 yrs
1539,Human Resources,HR Manager,Male,41,Married,Bachelor's,81800.0,13,4,67,1,No,18,No,No,2010-12-06,High (65K-90K),36-45,8+ yrs
1540,Human Resources,Recruiter,Female,36,Married,Master's,56600.0,1,5,47,2,No,12,No,No,2022-08-07,Medium (45K-65K),36-45,0-1 yrs
1541,IT,IT Manager,Female,49,Divorced,Bachelor's,103400.0,1,4,54,23,No,13,No,Yes,2022-04-10,Very High (90K+),46-60,0-1 yrs
1542,Operations,Operations Manager,Female,39,Married,Master's,81300.0,1,3,54,7,No,16,Yes,Yes,2022-11-02,High (65K-90K),36-45,0-1 yrs
1543,Finance,Finance Manager,Female,29,Divorced,Bachelor's,89300.0,2,3,36,3,No,10,No,No,2021-08-10,High (65K-90K),26-35,2-3 yrs
1544,Marketing,Marketing Executive,Male,24,Single,Bachelor's,57700.0,6,3,23,27,Yes,13,No,Yes,2017-03-17,Medium (45K-65K),18-25,4-7 yrs
1545,Sales,Sales Executive,Male,35,Married,Master's,63800.0,1,5,0,8,No,15,No,No,2022-04-30,Medium (45K-65K),26-35,0-1 yrs
1546,Engineering,Qa Engineer,Female,42,Married,Bachelor's,97400.0,4,3,48,1,No,14,No,No,2019-03-19,Very High (90K+),36-45,4-7 yrs
1547,Customer Support,Support Executive,Male,26,Married,Master's,53600.0,2,4,66,18,Yes,10,No,Yes,2021-07-12,Medium (45K-65K),26-35,2-3 yrs
1548,IT,IT Manager,Male,40,Single,Bachelor's,97700.0,5,4,32,3,No,10,No,No,2018-07-25,Very High (90K+),36-45,4-7 yrs
1549,Sales,Sales Manager,Male,46,Married,Bachelor's,80600.0,0,3,36,6,No,11,No,No,2023-10-04,High (65K-90K),46-60,0-1 yrs
1550,Human Resources,HR Manager,Female,20,Married,Master's,83300.0,1,5,21,1,No,11,No,No,2022-10-15,High (65K-90K),18-25,0-1 yrs
1551,Finance,Accountant,Female,43,Married,Master's,80600.0,2,3,41,8,Yes,19,No,No,2021-04-12,High (65K-90K),36-45,2-3 yrs
1552,Engineering,Senior Engineer,Female,42,Divorced,Bachelor's,135800.0,11,4,47,1,Yes,14,Yes,No,2012-11-20,Very High (90K+),36-45,8+ yrs
1553,Customer Support,Support Team Lead,Female,24,Divorced,Bachelor's,64500.0,0,4,76,1,No,12,No,No,2023-09-16,Medium (45K-65K),18-25,0-1 yrs
1554,Customer Support,Support Executive,Male,28,Married,Bachelor's,41500.0,6,3,46,1,No,20,No,No,2017-11-05,Low (<45K),26-35,4-7 yrs
1555,Sales,Account Manager,Male,37,Divorced,Bachelor's,85000.0,1,3,21,13,No,11,No,Yes,2022-08-09,High (65K-90K),36-45,0-1 yrs
1556,Finance,Financial Analyst,Male,39,Married,Master's,70100.0,2,3,41,4,Yes,10,No,Yes,2021-12-07,High (65K-90K),36-45,2-3 yrs
1557,Human Resources,HR Manager,Male,40,Divorced,Bachelor's,72200.0,1,3,19,3,No,13,No,No,2022-05-18,High (65K-90K),36-45,0-1 yrs
1558,Customer Support,Support Team Lead,Male,38,Divorced,Bachelor's,59600.0,3,4,57,3,Yes,9,No,No,2020-03-17,Medium (45K-65K),36-45,2-3 yrs
