EmployeeID,Department,JobRole,Gender,Age,MaritalStatus,Education,Salary,YearsAtCompany,PerformanceRating,TrainingHours,DistanceFromHome,OverTime,ProjectTasks,Promotion,Attrition,HireDate
1061,HUMAN RESOURCES,Recruiter,Female,25.0,Single,Master's,64900.0,5,4.0,21.0,12,No,9,Yes,N,2018-04-05
2464,IT,IT Manager,Male,40.0,Divorced,Bachelor's,94200.0,1,5.0,25.0,7,No,9,No,Yes,2022-09-18
1346,Engineering,QA Engineer,Female,24.0,Married,Bachelor's,91600.0,0,3.0,25.0,1,No,10,No,No,2023-06-18
1136,IT,System Administrator,Female,39.0,Single,PhD,96500.0,4,4.0,32.0,1,No,14,No,No,2019-07-22
1474,Marketing,Marketing Manager,Male,23.0,Single,High School,73900.0,5,2.0,0.0,1,No,13,No,No,2018-04-26
1713,Marketing,Content Strategist,Male,24.0,Married,Master's,72500.0,0,3.0,47.0,19,No,13,No,N,2023-05-21
2448,IT,IT Support,Female,27.0,Divorced,Master's,81600.0,4,4.0,10.0,22,Yes,15,Yes,Y,2019-07-12
1058,Sales,Sales Executive,Female,31.0,Single,Bachelor's,56000.0,7,1.0,40.0,14,Yes,15,Yes,No,2016-09-13
2116,Human Resources,Recruiter,Male,24.0,Married,Master's,67900.0,6,3.0,55.0,4,No,16,No,No,2017-05-24
2198,Engineering,Engineering Manager,Male,27.0,Divorced,High School,108200.0,2,3.0,36.0,5,Yes,7,No,Yes,2021-04-04
1133,Finance,Financial Analyst,Male,20.0,Divorced,Bachelor's,71900.0,1,,65.0,11,Yes,15,No,No,2022-05-09
2059,Operations,Operations Manager,Female,20.0,Divorced,Bachelor's,76600.0,2,4.0,60.0,6,No,17,Yes,No,2021-10-20
2070,Engineering,Senior Engineer,Male,31.0,Married,Bachelor's,124900.0,1,5.0,35.0,3,No,2,No,No,2022-09-02
1541,IT,IT Manager,female,49.0,Divorced,Bachelor's,103400.0,1,4.0,54.0,23,No,13,No,Yes,2022-04-10
2427,SALES,Sales Executive,Male,43.0,Divorced,Bachelor's,60100.0,0,3.0,53.0,13,Yes,9,No,Yes,2023-05-30
1780,Engineering,Engineering Manager,female,34.0,Married,Bachelor's,137500.0,11,3.0,25.0,1,No,15,No,No,2012-05-17
1778,Marketing,Content Strategist,Female,29.0,Married,High School,50100.0,0,5.0,37.0,2,Yes,18,No,Yes,2023-07-06
1290,Marketing,Content Strategist,Female,26.0,Divorced,Master's,73000.0,7,2.0,32.0,1,Yes,11,No,Yes,2016-07-09
1846,Engineering, Engineering Manager  ,Male,48.0,Divorced,Master's,126100.0,1,4.0,54.0,6,No,11,No,No,2022-03-08
1197,Sales,Account Manager,Female,45.0,Married,Bachelor's,75300.0,0,4.0,13.0,27,No,15,No,Yes,2023-07-21
2075,Human Resources,HR Manager,Male,34.0,Divorced,Master's,85200.0,2,5.0,21.0,1,No,5,Yes,No,2021-05-04
1757,Finance,Accountant,Male,39.0,Divorced,Master's,73300.0,4,4.0,42.0,6,No,9,No,No,2019-08-29
2119,Customer Support,Support Executive,Female,42.0,Married,Master's,50700.0,1,4.0,42.0,1,No,6,No,No,2022-10-20
2135,IT,System Administrator,Female,34.0,Single,Bachelor's,68300.0,1,3.0,35.0,1,Yes,11,No,No,2022-12-09
2446,Customer Support,Support Team Lead,Male,35.0,Married,Master's,78700.0,8,5.0,31.0,5,No,8,Yes,No,2015-10-30
2227,Operations,Operations Executive,Female,32.0,Divorced,Master's,60100.0,1,4.0,43.0,5,No,10,No,No,2022-04-28
1859,Engineering,Senior Engineer,Female,30.0,Divorced,PhD,152000.0,5,4.0,23.0,3,No,12,No,No,2018-06-28
1914,Sales,Account Manager,Male,29.0,Divorced,Bachelor's,82300.0,9,5.0,43.0,4,No,10,No,No,2014-10-27
2495,Finance,Accountant,Female,35.0,Divorced,PhD,102500.0,17,4.0,35.0,1,No,15,No,No,2006-07-20
1109,Human Resources,Recruiter,Male,21.0,Single,PhD,68800.0,0,4.0,57.0,7,No,15,Yes,No,2023-05-14
1952,Human Resources,HR Manager,male,36.0,Married,Bachelor's,87700.0,18,2.0,49.0,1,No,10,Yes,No,2005-11-23
2304,Human Resources,HR Manager,Female,34.0,Divorced,Bachelor's,75500.0,1,2.0,56.0,9,Yes,15,Yes,No,2022-09-09
2362,Customer Support,Support Team Lead,Female,48.0,Divorced,PhD,84000.0,8,,40.0,6,No,5,No,No,2015-06-04
1682,IT,IT Support,Female,28.0,Divorced,PhD,99800.0,6,4.0,48.0,1,Yes,10,Yes,No,2017-04-06
1110,Human Resources,Recruiter,Male,35.0,Single,Master's,59100.0,7,5.0,23.0,10,No,8,Yes,No,2016-03-19
2286,FINANCE,Accountant,Male,40.0,Married,PhD,82800.0,0,3.0,32.0,2,Yes,9,No,No,2023-10-16
1985,Sales,Sales Manager,Female,22.0,Single,PhD,106700.0,4,3.0,50.0,8,No,14,No,No,2019-08-17
1819,Marketing,Marketing Executive,Female,36.0,Married,Bachelor's,68600.0,9,3.0,48.0,1,No,8,No,No,2014-12-28
1073,Finance,Financial Analyst,Male,45.0,Divorced,Bachelor's,79500.0,21,4.0,32.0,7,Yes,13,No,No,2002-05-25
1661,Customer Support,Support Team Lead,Male,40.0,Single,Bachelor's,58500.0,0,4.0,41.0,1,No,15,No,Yes,2023-12-25
1996,Human Resources,HR Executive,Male,28.0,Single,High School,-50.0,4,5.0,58.0,6,No,11,No,No,2019-11-12
2138,Sales,Account Manager,Male,37.0,Divorced,Bachelor's,80700.0,1,5.0,42.0,1,No,9,No,No,2022-10-11
1746,Customer Support,Support Executive,Male,32.0,Single,Bachelor's,42400.0,0,5.0,38.0,1,Yes,18,No,No,2023-04-18
2245,FINANCE,Finance Manager,Male,43.0,Single,Master's,104900.0,0,2.0,51.0,2,Yes,13,No,N,2023-05-06
1845,Human Resources,Recruiter,male,30.0,Single,PhD,70400.0,5,4.0,56.0,9,Yes,16,Yes,Yes,2018-06-18
1533,Engineering,Engineering Manager,Female,20.0,Single,Master's,155000.0,2,3.0,32.0,11,Yes,16,No,No,2021-07-27
2329,Sales,Sales Executive,Female,36.0,Divorced,,53000.0,0,3.0,59.0,6,Yes,9,No,No,2023-04-16
1724,Customer Support,Support Executive,Male,27.0,Married,Bachelor's,46900.0,9,2.0,44.0,4,No,11,No,No,2014-10-16
1871,Customer Support,Support Team Lead,Male,37.0,Married,High School,57500.0,2,3.0,27.0,1,No,10,No,Yes,2021-06-10
1742,Sales,Sales Executive,Male,38.0,Divorced,Bachelor's,60600.0,5,3.0,36.0,6,Yes,22,No,No,2018-07-05
1212,Customer Support,Support Team Lead,Male,32.0,Single,PhD,77100.0,0,3.0,20.0,9,No,5,No,No,2023-07-07
1218,Finance,Accountant,Male,39.0,Divorced,High School,58300.0,0,5.0,26.0,2,No,8,No,No,2023-04-23
1011,Human Resources,HR Executive,Female,37.0,Single,Master's,54100.0,2,3.0,54.0,2,No,16,No,No,2021-08-26
1171,Engineering,Software Engineer,Male,29.0,Married,Bachelor's,85000.0,7,4.0,45.0,1,No,11,No,No,2016-11-26
2223,Finance,Accountant,Male,32.0,Married,Master's,82000.0,7,3.0,60.0,22,No,1,No,No,2016-10-23
2397,IT,IT Support,male,43.0,Married,Master's,96700.0,13,2.0,16.0,1,No,15,Yes,No,2010-04-18
1232,IT,IT Support,Male,35.0,Single,High School,66200.0,5,2.0,22.0,8,No,7,No,No,2018-06-13
2158,Engineering,Engineering Manager,Female,44.0,,Bachelor's,141900.0,18,3.0,21.0,1,No,6,No,No,2005-08-17
2453,Marketing,Marketing Executive,female,40.0,Married,Bachelor's,59200.0,0,3.0,35.0,4,Yes,5,No,No,2023-11-02
1940,Engineering,Engineering Manager,Female,20.0,Single,High School,107200.0,2,5.0,40.0,14,No,6,No,Yes,27/06/2021
2157,CUSTOMER SUPPORT,Support Team Lead,Female,32.0,Single,Master's,63500.0,0,4.0,34.0,1,Yes,6,No,Yes,2023-08-11
1325,IT,IT Support,Female,26.0,Divorced,Bachelor's,73600.0,0,3.0,43.0,8,No,14,No,No,2023-03-12
2376,Finance,Finance Manager,Male,20.0,Married,Master's,116700.0,2,4.0,35.0,6,No,5,Yes,No,2021-07-09
1638,Engineering,QA Engineer,Female,50.0,Divorced,Bachelor's,105000.0,15,5.0,19.0,7,No,14,No,No,2008-05-07
2090,Human Resources,HR Executive,male,40.0,Married,Bachelor's,46300.0,1,5.0,50.0,4,Yes,19,Yes,Y,2022-04-10
2243,Sales,Sales Manager,Male,28.0,Single,Bachelor's,74100.0,2,4.0,26.0,16,No,10,Yes,No,2021-09-20
1454,IT,System Administrator,Female,39.0,Divorced,High School,74500.0,8,3.0,,7,No,12,Yes,No,2015-04-13
1146,Finance,Accountant,Female,40.0,Single,Master's,73800.0,3,5.0,52.0,1,No,12,No,No,2020-05-10
2479,Customer Support,Support Team Lead,Female,35.0,Divorced,Bachelor's,71400.0,17,3.0,44.0,9,No,9,Yes,No,2006-11-29
1869,Sales,Sales Executive,Male,22.0,Single,PhD,70900.0,3,4.0,39.0,19,Yes,13,Yes,No,2020-04-10
1569,Marketing,Marketing Executive,Male,37.0,Divorced,Bachelor's,60300.0,4,2.0,,11,No,19,Yes,No,2019-08-11
2410,Human Resources,Recruiter,Male,44.0,Single,High School,49400.0,1,2.0,46.0,22,No,15,No,No,30/07/2022
1089,IT,IT Support,Female,21.0,Married,Bachelor's,74600.0,3,3.0,60.0,1,No,15,No,No,2020-10-16
2344,Finance,Financial Analyst,Male,34.0,Divorced,Master's,72900.0,3,4.0,64.0,4,Yes,16,No,No,2020-03-19
2240,Operations,Operations Executive,Female,44.0,Divorced,PhD,70200.0,0,3.0,49.0,1,Yes,11,No,Yes,2023-10-06
1735,Human Resources,Recruiter,Female,29.0,Married,Bachelor's,54900.0,9,3.0,4.0,16,No,12,No,No,2014-08-08
1545,Sales,Sales Executive,Male,35.0,Married,Master's,63800.0,1,5.0,0.0,8,No,15,No,No,2022-04-30
2424,Customer Support,Support Team Lead,Male,45.0,Married,Master's,60900.0,0,3.0,9.0,6,No,9,No,No,2023-09-08
1887,Customer Support,Support Team Lead,female,35.0,Married,PhD,83900.0,3,4.0,46.0,1,Yes,19,Yes,No,2020-09-24
1866,Engineering,Senior Engineer,Male,23.0,Single,Master's,144600.0,5,3.0,49.0,8,No,10,No,No,2018-09-16
1039,Customer Support,Support Team Lead,Female,35.0,Single,Master's,,10,3.0,22.0,9,Yes,8,No,No,2013-08-21
1345,Marketing,Marketing Manager,Female,46.0,Single,Bachelor's,91800.0,6,4.0,15.0,3,No,10,No,N,2017-05-19
1151,Sales,Sales Manager,Female,35.0,Divorced,Bachelor's,97500.0,13,4.0,55.0,45,No,16,No,No,2010-12-26
1220,Operations,Operations Executive,Female,20.0,Married,Bachelor's,48700.0,0,4.0,25.0,5,No,14,No,No,2023-03-22
1332,IT,System Administrator,Male,29.0,Married,High School,65000.0,4,3.0,45.0,4,Yes,11,Yes,No,2019-11-14
1670,Human Resources,HR Executive,Male,39.0,Single,Bachelor's,47100.0,1,4.0,40.0,8,Yes,16,No,No,2022-04-21
1268,Operations,Operations Executive,Female,41.0,Divorced,Bachelor's,52300.0,5,4.0,44.0,22,No,12,No,No,2018-05-28
1238,Human Resources,Recruiter,Female,26.0,Single,Bachelor's,47300.0,2,2.0,41.0,2,No,14,No,No,2021-06-12
2451,Marketing,Marketing Manager,Female,43.0,Married,Bachelor's,82600.0,8,5.0,57.0,1,No,7,Yes,No,2015-07-31
1182,FINANCE,Finance Manager,Male,28.0,Divorced,High School,87300.0,3,3.0,55.0,15,No,7,Yes,No,2020-11-07
1890,Human Resources,Recruiter,Female,23.0,Married,Master's,60900.0,1,3.0,43.0,1,No,16,No,No,2022-07-03
1046,Human Resources,HR Executive,female,38.0,Single,Bachelor's,53700.0,1,3.0,33.0,1,Yes,5,No,No,2022-11-25
1509,Human Resources,Recruiter,Male,24.0,Married,PhD,76300.0,6,5.0,49.0,1,Yes,8,Yes,No,2017-05-17
2331,Finance,Accountant,Male,20.0,Married,Master's,75900.0,1,1.0,45.0,1,Yes,10,No,No,2022-12-30
1542,Operations,Operations Manager,Female,39.0,Married,Master's,81300.0,1,3.0,54.0,7,No,16,Yes,Yes,2022-11-02
1616,Sales,Sales Manager,Male,29.0,Married,PhD,95900.0,3,3.0,57.0,2,No,21,No,No,2020-07-02
2467,IT,System Administrator,Male,32.0,Divorced,Bachelor's,61600.0,0,3.0,33.0,19,No,13,No,No,2023-03-19
2085,Engineering,Software Engineer,Male,59.0,Married,Master's,107200.0,1,5.0,36.0,8,No,8,No,No,02/09/2022
1352,Finance,Financial Analyst,Male,21.0,Divorced,Bachelor's,67500.0,2,2.0,42.0,6,No,7,No,No,2021-12-19
1028,Finance,Accountant,Male,39.0,Married,Master's,79700.0,4,3.0,35.0,18,No,11,Yes,No,2019-03-20
1247,Operations,Operations Manager,Male,36.0,Divorced,Bachelor's,87600.0,18,3.0,34.0,1,No,10,No,No,2005-09-03
1847,Operations,Operations Manager,Male,39.0,Divorced,Master's,98600.0,5,3.0,26.0,33,No,7,No,No,2018-10-31
1333,Human Resources,Recruiter,Male,36.0,Divorced,Bachelor's,48500.0,0,5.0,28.0,5,Yes,11,No,Yes,2023-04-09
1619,Finance,Financial Analyst,Male,47.0,Single,Bachelor's,63700.0,3,4.0,19.0,9,No,3,Yes,No,2020-05-27
1762,SALES, Account Manager  ,Male,31.0,Single,Master's,96400.0,7,5.0,34.0,1,No,12,Yes,No,2016-03-16
1344,Sales,Sales Executive,Male,39.0,Single,Master's,77800.0,9,4.0,12.0,6,Yes,9,No,Yes,2014-09-24
2079,MARKETING,Marketing Manager,Female,41.0,Divorced,Bachelor's,83600.0,1,5.0,27.0,1,No,3,No,N,2022-12-17
1645,Engineering,Senior Engineer,Male,34.0,Married,PhD,155300.0,0,3.0,38.0,2,Yes,13,No,No,2023-11-17
1334,IT,IT Manager,Female,,Single,PhD,148200.0,6,4.0,34.0,4,No,9,No,No,2017-12-16
1051,Finance, Accountant  ,Male,49.0,Married,Master's,73000.0,5,3.0,18.0,3,No,12,Yes,No,2018-09-06
2459,Engineering,Software Engineer,Female,60.0,Divorced,Master's,103500.0,3,3.0,26.0,10,No,13,No,Yes,13/08/2020
1505,IT, System Administrator  ,Male,40.0,Single,Bachelor's,73400.0,3,4.0,26.0,14,No,14,Yes,No,2020-06-13
2107,Customer Support,Support Executive,Male,45.0,Single,Master's,46500.0,1,4.0,46.0,12,No,11,Yes,No,2022-11-23
1513,SALES,Sales Manager,Female,32.0,Married,Master's,112700.0,14,3.0,36.0,27,No,5,No,No,2009-05-01
1479,Finance,Accountant,Female,29.0,Single,High School,63900.0,2,4.0,43.0,4,No,7,No,No,2021-07-20
1994,Customer Support,Support Team Lead,female,30.0,Married,Bachelor's,67900.0,4,5.0,42.0,15,Yes,8,No,Yes,2019-10-04
1833,Human Resources,HR Manager,Female,42.0,Single,High School,62100.0,1,5.0,57.0,1,Yes,13,No,No,28/11/2022
1748,Finance,Financial Analyst,Female,33.0,Married,Bachelor's,69400.0,0,3.0,29.0,5,No,9,No,No,2023-12-17
1224,Finance,Finance Manager,Female,32.0,Divorced,Bachelor's,102900.0,11,5.0,51.0,2,No,9,No,No,2012-07-04
1112,MARKETING,Marketing Executive,Female,30.0,Single,Bachelor's,54900.0,0,4.0,54.0,8,No,15,Yes,Y,2023-09-02
2112,Finance,Accountant,Female,30.0,Married,Master's,88700.0,6,4.0,66.0,5,No,8,No,No,2017-04-19
2018,Customer Support,Support Executive,Male,26.0,Divorced,Master's,47100.0,0,5.0,43.0,4,Yes,15,Yes,Yes,2023-09-12
1978,Engineering,QA Engineer,Male,51.0,Married,Bachelor's,91000.0,6,3.0,45.0,5,No,8,Yes,No,2017-03-17
1273,Marketing,Content Strategist,female,50.0,Married,Bachelor's,57600.0,4,5.0,45.0,3,No,13,No,No,2019-11-16
1457,Customer Support, Support Team Lead  ,Male,32.0,Divorced,Bachelor's,59200.0,4,2.0,61.0,9,No,5,No,No,2019-09-04
1763,Marketing,Marketing Executive,Male,46.0,Married,,61200.0,10,3.0,36.0,6,No,11,No,No,2013-10-23
1992,IT,IT Manager,Male,28.0,Married,Bachelor's,101400.0,0,3.0,68.0,1,Yes,6,No,Yes,2023-12-25
1915,Customer Support,Support Executive,Male,37.0,Single,Bachelor's,45800.0,0,3.0,49.0,2,No,7,No,No,2023-11-02
2027,Engineering,QA Engineer,Male,38.0,Divorced,Bachelor's,83500.0,0,2.0,20.0,6,No,18,No,No,2023-05-18
1140,Customer Support,Support Executive,Female,20.0,Divorced,Bachelor's,44700.0,2,,41.0,1,No,12,No,No,2021-11-19
1721,IT,System Administrator,Male,37.0,Single,PhD,102800.0,10,4.0,64.0,6,Yes,10,No,No,2013-06-11
1678,Human Resources,HR Manager,Male,41.0,Single,Bachelor's,85100.0,9,3.0,31.0,9,No,13,No,N,2014-06-02
2058,Operations,Operations Manager,Female,35.0,Divorced,High School,71300.0,2,3.0,29.0,20,Yes,14,No,No,2021-03-18
1993,Customer Support,Support Team Lead,Male,29.0,Single,Master's,83600.0,11,3.0,36.0,4,No,8,No,No,2012-06-07
2046,Marketing,Content Strategist,Female,41.0,Divorced,Master's,60400.0,0,3.0,47.0,4,Yes,10,No,No,2023-07-16
2374,Marketing,Marketing Executive,Female,40.0,Single,Master's,74700.0,4,3.0,52.0,4,No,7,No,No,2019-07-22
1101,Human Resources,Recruiter,Female,29.0,Divorced,Bachelor's,47700.0,2,3.0,40.0,1,No,9,No,No,2021-07-18
2031,Customer Support,Support Team Lead,Female,45.0,Single,Master's,63400.0,0,4.0,17.0,14,No,9,No,No,2023-05-15
2490,IT,IT Support,Male,24.0,Single,Master's,74400.0,1,5.0,68.0,10,Yes,7,No,Yes,19/08/2022
2301,Customer Support,Support Executive,Female,47.0,,Bachelor's,48800.0,9,2.0,40.0,1,No,9,No,No,2014-08-05
1518,Engineering,QA Engineer,Female,42.0,Divorced,PhD,105800.0,3,3.0,11.0,13,Yes,10,No,N,2020-09-20
1578,IT,System Administrator,Female,38.0,Single,Master's,71800.0,1,3.0,34.0,16,No,9,No,No,2022-03-19
1543,Finance,Finance Manager,Female,29.0,Divorced,Bachelor's,89300.0,2,3.0,36.0,3,No,10,No,No,2021-08-10
1103,OPERATIONS,Operations Manager,Female,40.0,Single,Bachelor's,89100.0,8,2.0,36.0,1,Yes,12,No,No,2015-06-14
2361,Human Resources,HR Executive,Male,40.0,Single,Bachelor's,50000.0,6,3.0,38.0,14,Yes,14,No,No,2017-09-24
1031,Engineering,Engineering Manager,Male,37.0,Married,Bachelor's,110900.0,0,4.0,29.0,6,No,16,No,No,2023-08-19
1395,Sales,Sales Manager,Male,36.0,Married,PhD,109700.0,7,5.0,43.0,4,No,10,No,No,2016-09-21
2456,IT,IT Support,Male,43.0,Married,Master's,76700.0,1,3.0,41.0,4,No,4,No,No,2022-08-13
1761,Engineering,Senior Engineer,Male,31.0,Divorced,Bachelor's,130500.0,0,5.0,9.0,1,No,10,Yes,Yes,2023-05-04
1188,Sales,Account Manager,Male,43.0,Divorced,PhD,111000.0,8,4.0,46.0,10,No,20,No,No,2015-10-08
1688,Human Resources,HR Executive,Male,42.0,Married,Bachelor's,55200.0,1,4.0,54.0,3,No,9,No,No,2022-12-14
1571,Operations,Operations Executive,Male,45.0,Married,Bachelor's,52300.0,2,5.0,42.0,19,Yes,14,No,No,2021-10-25
2007,Human Resources,HR Executive,Male,42.0,Married,Master's,62400.0,11,2.0,40.0,3,No,7,No,No,2012-11-13
1629,Operations,Operations Manager,Male,44.0,Divorced,Master's,80100.0,3,3.0,31.0,6,No,11,No,No,2020-06-27
2492,Customer Support,Support Team Lead,Female,34.0,Divorced,Bachelor's,63200.0,10,4.0,45.0,2,No,8,No,No,2013-04-12
2067,Finance,Accountant,female,35.0,Single,Bachelor's,60000.0,1,3.0,24.0,8,No,11,No,No,2022-07-12
2270,Human Resources,HR Executive,Male,45.0,Single,Bachelor's,51900.0,2,3.0,32.0,16,Yes,10,No,No,2021-04-02
1816,Customer Support, Support Team Lead  ,Male,20.0,Divorced,Bachelor's,61100.0,0,3.0,32.0,1,Yes,13,No,No,2023-04-20
2295,IT,System Administrator,Female,31.0,Married,High School,63500.0,5,4.0,50.0,3,No,8,No,No,2018-06-12
1703,Customer Support,Support Executive,Male,20.0,Divorced,Bachelor's,46800.0,2,4.0,21.0,5,Yes,9,No,No,2021-09-06
2412,Human Resources,HR Manager,Male,,Single,High School,66100.0,2,4.0,23.0,9,No,10,No,No,2021-09-19
1142,Human Resources,Recruiter,Female,37.0,Married,Bachelor's,52300.0,0,1.0,69.0,4,Yes,11,No,Yes,2023-04-28
1261,Human Resources,Recruiter,Male,45.0,Single,Bachelor's,45900.0,1,3.0,50.0,1,No,14,No,Yes,2022-10-23
2305,Finance,Financial Analyst,Female,29.0,Single,Bachelor's,70400.0,1,4.0,35.0,31,Yes,10,Yes,Yes,2022-04-29
2263,Human Resources,Recruiter,Male,49.0,Married,Bachelor's,52800.0,9,2.0,30.0,4,Yes,18,No,Yes,2014-11-13
1063,Engineering,QA Engineer,Male,38.0,Divorced,Bachelor's,82900.0,4,4.0,31.0,1,No,10,No,No,2019-05-24
1438,Operations,Operations Manager,Female,33.0,Married,Master's,88500.0,7,4.0,67.0,3,No,9,No,No,2016-09-07
2121,Engineering,Software Engineer,Male,45.0,Single,Bachelor's,105400.0,17,3.0,27.0,15,No,7,No,No,2006-11-12
1228,Operations,Operations Manager,Male,20.0,Single,Master's,94600.0,2,3.0,46.0,4,No,8,No,No,2021-03-30
2218,Customer Support,Support Executive,Male,,Divorced,Master's,51100.0,1,2.0,32.0,3,Yes,10,No,No,2022-05-06
1359,Engineering,Engineering Manager,Female,40.0,Married,,133900.0,14,2.0,34.0,4,No,11,No,Yes,2010-01-02
2454,Marketing,Content Strategist,Male,30.0,Married,Master's,78300.0,10,4.0,49.0,1,Yes,21,No,No,2013-08-31
1131,Customer Support,Support Executive,Male,37.0,Married,Bachelor's,46700.0,2,3.0,21.0,13,No,7,No,No,2021-07-12
2185,Operations,Operations Manager,Male,24.0,Single,High School,,3,2.0,29.0,7,No,11,No,Yes,2020-09-19
1280,Human Resources,HR Executive,Male,29.0,Single,Master's,66300.0,6,2.0,0.0,1,No,15,Yes,No,2017-03-20
1660,Human Resources,HR Executive,Female,36.0,Single,Bachelor's,50000.0,0,5.0,54.0,1,No,8,Yes,Yes,2023-08-12
1814,Marketing,Marketing Manager,Female,37.0,Married,Master's,107100.0,5,5.0,67.0,4,Yes,15,No,Yes,2018-08-04
2224,Engineering,Engineering Manager,Male,25.0,Divorced,Master's,160900.0,7,4.0,20.0,5,No,12,Yes,No,2016-07-30
2184,Finance,Finance Manager,Female,51.0,Single,Bachelor's,94800.0,0,3.0,54.0,4,No,14,No,No,08/07/2023
1785,Finance,Financial Analyst,Female,35.0,Single,Master's,69600.0,0,4.0,30.0,4,Yes,5,No,No,2023-08-11
1812,Customer Support,Support Team Lead,Male,34.0,Divorced,Bachelor's,,1,4.0,22.0,4,No,8,No,No,17/08/2022
1981,Sales,Sales Executive,Female,42.0,Married,Bachelor's,59000.0,0,3.0,46.0,3,No,9,No,No,2023-11-15
2057,Customer Support,Support Executive,Female,34.0,Single,Master's,63100.0,16,5.0,26.0,1,No,5,No,No,2008-01-02
2118,Customer Support,Support Team Lead,Male,41.0,,Bachelor's,63300.0,11,3.0,54.0,1,Yes,7,No,No,2012-04-26
1821,Operations, Operations Manager  ,Female,44.0,Divorced,Bachelor's,90500.0,9,3.0,54.0,29,No,17,No,No,2014-12-19
1936,Sales,Account Manager,Male,22.0,Married,PhD,96500.0,1,3.0,60.0,13,No,17,No,No,2022-11-24
2429,Sales,Account Manager,Male,40.0,Single,High School,67300.0,5,3.0,61.0,2,Yes,7,No,No,2018-04-02
1342,Customer Support,Support Team Lead,female,41.0,Married,Master's,76000.0,6,2.0,47.0,4,Yes,15,No,No,2017-04-13
1160,Marketing,Marketing Executive,Female,40.0,Married,Bachelor's,62500.0,0,3.0,48.0,6,No,16,No,No,2023-04-22
1373,Engineering,Engineering Manager,Male,35.0,Divorced,Bachelor's,126200.0,2,4.0,44.0,1,Yes,12,Yes,No,2021-06-10
2444,Human Resources,HR Executive,female,20.0,Single,Master's,61000.0,2,2.0,56.0,5,No,12,No,No,2021-10-09
2019,Human Resources,Recruiter,Male,37.0,,Master's,55300.0,4,5.0,18.0,4,Yes,17,No,No,2019-05-25
2294,IT,IT Support,Female,49.0,Single,Master's,81800.0,2,4.0,30.0,39,No,11,No,Y,2021-07-01
2203,Customer Support,Support Team Lead,male,25.0,Divorced,PhD,75800.0,2,3.0,30.0,9,No,14,No,N,2021-06-11
1627,Engineering,Software Engineer,Female,20.0,Married,Master's,95600.0,0,2.0,24.0,1,Yes,8,No,Yes,2023-03-10
1143,Finance,Financial Analyst,female,41.0,Single,Bachelor's,75600.0,8,3.0,31.0,2,No,4,No,No,2015-04-09
2239,Operations,Operations Manager,Female,26.0,Single,Bachelor's,75600.0,0,3.0,66.0,6,No,14,No,No,2023-07-22
1926,ENGINEERING,Senior Engineer,Female,45.0,Single,Master's,139900.0,5,4.0,55.0,1,Yes,10,Yes,No,2018-09-26
1410,Finance,Financial Analyst,Female,27.0,Married,Master's,74500.0,0,4.0,28.0,2,No,13,No,Yes,24/06/2023
2252,Sales,Account Manager,Male,31.0,Married,High School,77200.0,7,3.0,27.0,17,No,10,No,No,2016-11-29
2403,Human Resources,HR Executive,Male,38.0,Married,High School,44900.0,2,3.0,68.0,7,Yes,11,No,No,2021-06-27
1092,HUMAN RESOURCES,HR Manager,Female,29.0,Married,Master's,75500.0,1,3.0,43.0,9,No,15,No,No,2022-03-30
1285,IT,IT Support,Male,37.0,Single,Master's,78300.0,1,2.0,37.0,16,No,10,No,No,2022-03-16
1375,Engineering,Software Engineer,Male,42.0,Divorced,Master's,116100.0,8,4.0,25.0,6,No,7,No,N,2015-12-20
1227,Marketing,Marketing Executive,Male,35.0,Single,Bachelor's,62100.0,4,4.0,37.0,2,No,17,No,No,2019-08-24
1839,Engineering,QA Engineer,Male,38.0,Divorced,Bachelor's,80400.0,1,2.0,25.0,9,No,17,Yes,No,2022-04-09
2096,IT,IT Manager,Female,36.0,Divorced,Bachelor's,,1,5.0,45.0,1,No,8,No,No,2022-04-11
2402,Customer Support,Support Team Lead,Male,46.0,Divorced,Master's,69800.0,8,3.0,68.0,7,No,12,No,No,05/06/2015
2277,Operations,Operations Executive,male,24.0,Divorced,Bachelor's,52800.0,1,3.0,28.0,10,Yes,8,No,No,13/07/2022
1098,Finance,Accountant,Female,30.0,Married,Bachelor's,75900.0,5,3.0,70.0,2,No,18,No,No,2018-06-14
1935,IT,IT Support,Male,41.0,Single,Bachelor's,72400.0,1,5.0,86.0,1,Yes,11,No,Yes,2022-08-06
2072,Operations,Operations Manager,Female,41.0,Married,Master's,88000.0,0,5.0,59.0,1,Yes,19,Yes,No,2023-03-14
1512,Sales,Sales Manager,Female,33.0,Married,High School,66500.0,1,3.0,14.0,1,No,11,No,No,2022-11-07
1099,Marketing,Marketing Executive,Female,29.0,Single,Master's,66700.0,1,4.0,48.0,5,No,10,No,No,2022-08-08
1118,IT,System Administrator,Female,39.0,Married,Bachelor's,63800.0,2,4.0,56.0,1,No,9,No,N,2021-10-15
2219,IT,IT Support,Female,37.0,Divorced,PhD,88100.0,3,5.0,0.0,1,Yes,5,No,No,2020-04-03
2346,Operations,Operations Manager,Male,37.0,Single,,90300.0,0,3.0,25.0,15,No,8,No,No,2023-08-08
2189,Customer Support,Support Team Lead,Female,45.0,Divorced,PhD,97900.0,15,1.0,59.0,1,Yes,20,No,Yes,2008-04-23
